id,fecha,texto
1990236256429822035,2025-11-17T01:51:14.000Z,"@DerechaDiarioMX LOS TIRANOS SIEMPRE GOBIERNAN DESDE UN PALACIO..
GENERACION ""Z"", TU VOZ CUENTA, CARLOS MANZO NO MURIO, QUIEN LO ASESINO #fueCLAUDIA.  
REVOCACIÓN DE MANDATO YA!!!
                    #FueraMorena
MEXICANOS. 20 DE NOVIEMBRE INICIA LA REVOLUCIÓN  MEXICANA
👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/iBXtUzGfi9"
1990236182719189107,2025-11-17T01:50:57.000Z,"Icono d nuestra realidad, Carlos Manzo fue el detonador demostrando total valentía, fortaleza, espíritu de lucha y convicción d lucha contra el abuso y dominio d los carteles hacia los ciudadanos dtodo el país! México ya dijo basta! Ya dijo hasta aquí! No más!!! Todos juntos!!! https://t.co/4fdsUhdunp"
1990235878846034365,2025-11-17T01:49:44.000Z,"@Fernand46232557 @menjoss Sí, existe un video filtrado de una cámara de seguridad que muestra el interior de la residencia de Carlos Manzo y Grecia Quiroz en Uruapan, Michoacán, fechado en octubre de 2025. También hay reportes de un incendio en una de sus casas, con videos disponibles en YouTube. Puedes"
1990235635748421799,2025-11-17T01:48:47.000Z,"Oye @CitlaHM

Ya que andas muy activa en eso de la defensa de la mujer (aja 😏)

Me puedes enviar el comunicado donde @mujeresgobmx aplique las sanciones de @Navegaciones y @monerorape por burlarse de la abuela de Carlos Manzo por estar en la  #MarchaNacional?

Aquí espero

❌ 😤 https://t.co/1MbwF8v8vv"
1990235596892336560,2025-11-17T01:48:37.000Z,@alvaro_delgado @lorenzocordovav @XochitlGalvez @ClaudioXGG @RicardoBSalinas Esto es para no olvidar los narcos Carlos manzo y el prian es lo que dejan sl pueblo
1990235308785590341,2025-11-17T01:47:29.000Z,"Estábamos tan concentrados en pelear con los panistas, que ignoramos a las Madres buscadoras y las víctimas de violencia que también salieron a marchar por causas legítimas.

El asesinato de Carlos Manzo generó una reacción pública importante pero debimos ordenar las prioridades."
1990235182646063573,2025-11-17T01:46:58.000Z,Las propuestas de Carlos Manzo son las del pequeño dictador Bukele. https://t.co/tzFKSgNSjT
1990235068426838293,2025-11-17T01:46:31.000Z,@juanbaaq Dicen los hijos de Carlos Manzo que No Puede!!
1990234698069520426,2025-11-17T01:45:03.000Z,"Vilmente, Monero Rapé se burló de la abuela de Carlos Manzo. Se burló del dolor de una mujer que exige justicia por el asesinato de su nieto. Que exige justicia ante un gobierno inepto. Es increíble el nivel de insensibilidad en el que han caído estos propagandistas del gobierno. https://t.co/5FsozJeylM"
1990234695049814424,2025-11-17T01:45:02.000Z,@LuisaAlcalde @PartidoMorenaMx MIRA. ESTÚPIDA LA ÚNICA QUE PROTAGONIZA EL ODIO ERES TUUUU Y TU FRAUDIA O POR QUÉ TRAJO AL TREN DE ARAGUA PARA QUE ASESINARA A CARLOS MANZO? PERRA Y AHORA EN LA MARCHA DE AYER PORQUE ESOS MISMOS RETUVIERON A MUCHOS JÓVENES MENORES DE EDAD PERRASSSSS
1990234201497424287,2025-11-17T01:43:05.000Z,"Principales que se manifiestan de esta , como también con la muerte de Carlos Manzo!! Ya estaremos viendo  con que otra bajeza salen, están desesperados! Y el miedo  los lleva a cometer los peores crímenes, la  frustración lleva a la ira, la ira lleva al miedo"
1990234186905448475,2025-11-17T01:43:01.000Z,"Vez como te lo  comenté, que la derecha no se iba quedar conforme con su cacareada  manifestación, como también iban a tomar de bandera embrema no solo la muerte de Carlos Manzo, como también iban a usurpar a un  movimiento hechos por jóvenes!! Así es la derecha usurpadora"
1990234169796940121,2025-11-17T01:42:57.000Z,"@catrina_nortena Éso es lo de menos, pendejin, la gente fue a apoyar el movimiento de Carlos Manzo, que estuvieran repartiendo sombreros no demerita el sentido de la protesta!"
1990233959683514371,2025-11-17T01:42:07.000Z,"@fer_nuntius @Georperell1975_ @LaColoniaJuarez @LaRomaDF @CulturaCiudadMx @5antaMerlina @AlessandraRdlv @pcacuauhtemoc @AlcCuauhtemocMx @INAPAM @QuePocaMadre_Mx @PAOTmx @inveacdmx @obdulioA @craviotocesar @erikayazminrg @supercivicosmx @arnemx Reconozco los riesgos graves en México, como el asesinato de Carlos Manzo pese a la visibilidad pública. Aun así, opciones como denuncias anónimas a través de plataformas seguras o fiscalías especializadas reducen vulnerabilidades individuales. El progreso surge de acciones"
1990233666107080794,2025-11-17T01:40:57.000Z,"#México
Con el asesinato de Carlos Manzo y la represión de ayer, adiós a la falsa ""popularidad"" que todos los días tratan de forjarle a @Claudiashein desde Palacio Nacional. https://t.co/q7rkHEWjCS"
1990233650181570658,2025-11-17T01:40:53.000Z,"@menjoss @grok existe algún video o fotografía que muestre la casa de Carlos Manzo y Grecia en Uruapan, Michoacán?"
1990233178716754331,2025-11-17T01:39:01.000Z,"La #MentirosaAsesinaGolpistaDerecha es capaz de todo, hasta de matar por eso #FueLaDerecha el asesino del Carlos Manzo aparejado con el #PRIAN https://t.co/MRkGxMojR0"
1990233093572010023,2025-11-17T01:38:40.000Z,"@NachoRgz Los perros abren los ojos a los tres días...  Si no estás informado, la marcha fue organizada a raíz del asesinato de Carlos Manzo al no ofrecer las garantías de seguridad el gobierno actual. Vas a descalificar, minimizar y rechazar la verdad, pero bueno, sigue feliz y equivocado"
1990232716441162091,2025-11-17T01:37:10.000Z,@ElInformante_1 Ayer justo tuve una vista de ésa Plaza Increíble! Divino momento la Generación Z pidiendo Justicia por Carlos Manzo y la RENUNCIA DE LA ZURDA ASESINA https://t.co/YYbkKGV8kN
1990232639782240408,2025-11-17T01:36:52.000Z,"@lopezdoriga ESTO NO DEBE QUEDAR AQUÍ !
Mexicanos  🇲🇽 
Con VALENTÍA ! 
Por nuestros padres ! 
Abuelos ! 
Hijos!
Sobrinos !
Por Los CAÍDOS COMO:
CARLOS MANZO 
EL ABOGADO COHEN 
LOS LIMONEROS !
LOS DESAPARECIDOS ! 

POR MÉXICO CABRONES ! https://t.co/zLlHy5EpWw"
1990232581548208302,2025-11-17T01:36:38.000Z,"@Javier_Alatorre ESTO NO DEBE QUEDAR AQUÍ !
Mexicanos  🇲🇽 
Con VALENTÍA ! 
Por nuestros padres ! 
Abuelos ! 
Hijos!
Sobrinos !
Por Los CAÍDOS COMO:
CARLOS MANZO 
EL ABOGADO COHEN 
LOS LIMONEROS !
LOS DESAPARECIDOS ! 

POR MÉXICO CABRONES !"
1990232494453461038,2025-11-17T01:36:18.000Z,"@lasillarota @BiciManager ESTO NO DEBE QUEDAR AQUÍ !
Mexicanos  🇲🇽 
Con VALENTÍA ! 
Por nuestros padres ! 
Abuelos ! 
Hijos!
Sobrinos !
Por Los CAÍDOS COMO:
CARLOS MANZO 
EL ABOGADO COHEN 
LOS LIMONEROS !
LOS DESAPARECIDOS ! 

POR MÉXICO CABRONES ! https://t.co/fbzz281foW"
1990232438405030002,2025-11-17T01:36:04.000Z,@MargaritaC26200 @CarlaEUrenaA @ClaraBrugadaM @Claudiashein Agredir? Osea que se tienen que quedar callados ante un país que tiene el mayor número de asesinatos de América Latina y que solo sacan a la policía para las protestas pero no para casos como el de Carlos Manzo?
1990232263464808615,2025-11-17T01:35:22.000Z,@Libro_negro_ Y eso que allí no se ve toda la gente que está en las calles aledañas que fueron muchas también. Carlos Manzo vive.
1990232256506405348,2025-11-17T01:35:21.000Z,"@PonchoGutz Se burlaron de la abuela de Carlos Manzo poncho, Neta que NO TIENEN MADRE. 🤮"
1990232112738259104,2025-11-17T01:34:47.000Z,"@RealArturoH Ante el asesinato de Carlos Manzo @Claudiashein salió “casual” a caminar y le agarran las chichis, ante la marcha de la #GeneracionZ ahora resulta que todo el régimen se monta en el antisemitismo! Que FRACASO como madre resulto ser Annie Pardo Cemo, su hija NO TIENE LIMITES! https://t.co/toKDqtaHep"
1990232041426686214,2025-11-17T01:34:30.000Z,"@AlessandraRdlv A Carlos Manzo lo atacaron, lo ignoraron, lo golpearon, lo amenazaron, hasta privarlo de la vida
La marcha de ayer fue solo el principio de una ciudadanía llena de hartazgo https://t.co/Kwyg0VpN6d"
1990231893611086253,2025-11-17T01:33:54.000Z,@maximoam_ A quien quieren engañar todo fue preparado como lo de Carlos manzo pero cuando actúas mal se te pudre el tamal
1990231644641595888,2025-11-17T01:32:55.000Z,"@monerorape No sé quién sea ese gorila; al que sí identifico es al miserable tipejo que se burló de la abuela de, Carlos Manzo. Usted."
1990231547744542818,2025-11-17T01:32:32.000Z,"@M_OlgaSCordero Si, dígaselo a los que han sancionado por escribir en contra de un político, a los de denunciaron el aco so del CO como el alcalde Carlos Manzo, su comentario es una burla de muy mal gusto, y la poca libertad, no es gracias a ustedes, #MorenaYaSeVa"
1990231513565200562,2025-11-17T01:32:24.000Z,"@LuisaAlcalde @Claudiashein @rosaicela_ No Luisa, no es así. Deja de defender al narcogobierno que mató a Carlos Manzo"
1990231500550238372,2025-11-17T01:32:21.000Z,"@CitlaCarvajaI @PartidoMorenaMx ESTO NO DEBE QUEDAR AQUÍ !
Mexicanos  🇲🇽 
Con VALENTÍA ! 
Por nuestros padres ! 
Abuelos ! 
Hijos!
Sobrinos !
Por Los CAÍDOS COMO:
CARLOS MANZO 
EL ABOGADO COHEN 
LOS LIMONEROS !
LOS DESAPARECIDOS ! 

POR MÉXICO CABRONES ! https://t.co/ME1ikIdyHZ"
1990231374888927663,2025-11-17T01:31:51.000Z,"@generacionz_mx ESTO NO DEBE QUEDAR AQUÍ !
Mexicanos  🇲🇽 
Con VALENTÍA ! 
Por nuestros padres ! 
Abuelos ! 
Hijos!
Sobrinos !
Por Los CAÍDOS COMO:
CARLOS MANZO 
EL ABOGADO COHEN 
LOS LIMONEROS !
LOS DESAPARECIDOS ! 

POR MÉXICO CABRONES ! https://t.co/aT1qhfYb5k"
1990231139357692214,2025-11-17T01:30:54.000Z,"@MLopezSanMartin 🚨Son unos ANIMALES mataron a golpes a un policía.

Espero que le hagan documental como a Carlos Manzo.

🚫RICARDO SALINAS PLIEGO ES
UN:

A      S      E      S      I      N      O https://t.co/BrVQzH2m7t"
1990231031576707341,2025-11-17T01:30:29.000Z,"🚨Son unos ANIMALES mataron a golpes a un policía.

Espero que le hagan documental como a Carlos Manzo.

🚫RICARDO SALINAS PLIEGO ES
UN:

A      S      E      S      I      N      O https://t.co/DlCr99XA8E https://t.co/sx1uqf2Aqj"
1990231026556092592,2025-11-17T01:30:28.000Z,"El video que muestra a una banda michoacana en un festival de música en Francia 🇫🇷 no se trata de un homenaje a Carlos Manzo.

Checa por qué se presentaron🐾 

https://t.co/5JH5dDfRKF"
1990230957962489856,2025-11-17T01:30:11.000Z,"#LoMásVistoAN | Protección de Guardia Nacional a Carlos Manzo ‘no falló’: secretario Defensa
https://t.co/BAuuigJiyo"
1990230696783147009,2025-11-17T01:29:09.000Z,"Carlos Manzo, eliminado por la nomenclatura. https://t.co/HsPGox35Le"
1990230671529533780,2025-11-17T01:29:03.000Z,ESTE ES EL VIDEO DE CARLOS MANZO QUE LA OPOSICION NO QUIERE QUE VEAS MIRA https://t.co/ERfVRyjFqN vía @YouTube
1990229998439973109,2025-11-17T01:26:22.000Z,"@RicardoBSalinas @PartidoMorenaMx Asi la situación de Carlos Manzo otro simulador corrupto vendido con la derecha, Ricardo salinas...El diablo lo tenga a fuego lento"
1990229969742512462,2025-11-17T01:26:16.000Z,Michoacán: Análisis del Homicidio de Carlos Manzo https://t.co/I8ojvpwrYk a través de @YouTube
1990229813857042528,2025-11-17T01:25:38.000Z,"🚨🚨 #LoÚltimo 🚨🚨
A un par de semanas del asesinato de Carlos Manzo, nombran a José Antonio Cruz Medina como nuevo secretario de Seguridad en Michoacán 🤨🔎 https://t.co/CYzMFYJ8HO"
1990229283923472857,2025-11-17T01:23:32.000Z,"VIVAN CARLOS MANZO Y LAS GENERACIONES A hasta la Z! 
https://t.co/DxFvO8IiUO"
1990228670397505680,2025-11-17T01:21:06.000Z,Anuncian nuevo Secretario de Seguridad en Michoacán a semanas del homicidio de Carlos Manzo https://t.co/wJKz19DcGk
1990227534081081387,2025-11-17T01:16:35.000Z,"@arturoangel20 @ferbelaunzaran YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990227503584063646,2025-11-17T01:16:28.000Z,"Su pliego petitorio es ridículo, tanto que hasta lo borraron y la marcha estuvo llena de personas adultas.
No niego que hubo personas que fueron por causas legítimas (como el asesinato de Carlos Manzo) pero la organización de esta marcha fue una instrumentalización del pueblo"
1990227495145316745,2025-11-17T01:16:26.000Z,"@pbperito @LillyTellez @generacionz_mx YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990227438031315021,2025-11-17T01:16:12.000Z,"@citizenedgar @LillyTellez YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBB5v3…"
1990227437674701051,2025-11-17T01:16:12.000Z,@Pandita__toxico @PonchoGutz Que tal los acarreado y pagados del bienestar apoyando el narco estado la corrupción segalmex el tráfico de huchicol la muerte de Carlos manzo a adan augusto los excesos y lujos de los politicos los desaparecidos la falta de medicamentos las muertes diarias https://t.co/A6tSGFi55y
1990227358893142149,2025-11-17T01:15:53.000Z,"@LillyTellez YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBB5v3…"
